vinedo_id,zona,timestamp,temp_aire,humedad_aire,presion_atm,punto_rocio,viento
Cuartel_Chardonnay_3,Agrelo,2024-09-16T17:00:00,21.11,22.93,908.8,-0.85,5.53
Cuartel_Chardonnay_3,Agrelo,2024-09-16T18:00:00,18.28,26.99,909.1,-1.03,3.92
Cuartel_Chardonnay_3,Agrelo,2024-09-16T19:00:00,16.27,30.74,909.5,-0.99,2.83
Cuartel_Chardonnay_3,Agrelo,2024-09-16T20:00:00,15.09,33.24,909.5,-0.93,2.35
Cuartel_Chardonnay_3,Agrelo,2024-09-16T21:00:00,14.58,34.08,909.1,-1.03,2.32
Cuartel_Chardonnay_3,Agrelo,2024-09-16T22:00:00,13.68,35.53,908.3,-1.27,2.46
Cuartel_Chardonnay_3,Agrelo,2024-09-16T23:00:00,12.7,36.76,907.4,-1.66,2.56
Cuartel_Chardonnay_3,Agrelo,2024-09-17T00:00:00,11.45,38.06,906.6,-2.32,2.12
Cuartel_Chardonnay_3,Agrelo,2024-09-17T01:00:00,10.39,38.51,906.0,-3.13,1.66
Cuartel_Chardonnay_3,Agrelo,2024-09-17T02:00:00,9.55,38.53,905.6,-3.89,1.43
Cuartel_Chardonnay_3,Agrelo,2024-09-17T03:00:00,8.79,38.52,905.8,-4.62,1.25
Cuartel_Chardonnay_3,Agrelo,2024-09-17T04:00:00,8.14,38.67,906.3,-5.17,1.26
Cuartel_Chardonnay_3,Agrelo,2024-09-17T05:00:00,7.61,39.42,906.9,-5.47,1.34
Cuartel_Chardonnay_3,Agrelo,2024-09-17T06:00:00,10.64,32.15,907.5,-5.43,2.66
Cuartel_Chardonnay_3,Agrelo,2024-09-17T07:00:00,15.12,23.9,907.9,-5.48,3.52
Cuartel_Chardonnay_3,Agrelo,2024-09-17T08:00:00,19.99,15.15,908.0,-7.48,4.67
Cuartel_Chardonnay_3,Agrelo,2024-09-17T09:00:00,23.42,9.61,907.9,-10.08,5.71
Cuartel_Chardonnay_3,Agrelo,2024-09-17T10:00:00,25.24,8.3,907.9,-10.42,5.93
Cuartel_Chardonnay_3,Agrelo,2024-09-17T11:00:00,26.45,8.1,907.6,-9.79,6.18
Cuartel_Chardonnay_3,Agrelo,2024-09-17T12:00:00,26.95,8.23,907.3,-9.3,5.95
Cuartel_Chardonnay_3,Agrelo,2024-09-17T13:00:00,26.99,8.01,907.0,-9.54,5.47
Cuartel_Chardonnay_3,Agrelo,2024-09-17T14:00:00,26.54,7.84,906.9,-10.04,4.91
Cuartel_Chardonnay_3,Agrelo,2024-09-17T15:00:00,25.57,8.08,907.1,-10.38,4.48
Cuartel_Chardonnay_3,Agrelo,2024-09-17T16:00:00,23.45,10.34,907.7,-9.16,3.21
Cuartel_Chardonnay_3,Agrelo,2024-09-17T17:00:00,17.96,19.47,908.5,-5.6,1.6
Cuartel_Chardonnay_3,Agrelo,2024-09-17T18:00:00,15.96,24.06,909.5,-4.56,1.46
Cuartel_Chardonnay_3,Agrelo,2024-09-17T19:00:00,15.39,26.81,910.5,-3.67,1.24
Cuartel_Chardonnay_3,Agrelo,2024-09-17T20:00:00,14.96,28.95,911.1,-3.11,1.04
Cuartel_Chardonnay_3,Agrelo,2024-09-17T21:00:00,14.29,30.06,911.3,-3.21,1.07
Cuartel_Chardonnay_3,Agrelo,2024-09-17T22:00:00,14.2,29.41,911.0,-3.61,1.08
Cuartel_Chardonnay_3,Agrelo,2024-09-17T23:00:00,13.89,29.35,910.4,-3.93,1.0
Cuartel_Chardonnay_3,Agrelo,2024-09-18T00:00:00,12.51,31.2,909.9,-4.25,0.88
Cuartel_Chardonnay_3,Agrelo,2024-09-18T01:00:00,11.65,31.83,909.4,-4.7,0.9
Cuartel_Chardonnay_3,Agrelo,2024-09-18T02:00:00,11.2,31.57,908.7,-5.17,0.99
Cuartel_Chardonnay_3,Agrelo,2024-09-18T03:00:00,10.84,31.31,908.3,-5.56,1.02
Cuartel_Chardonnay_3,Agrelo,2024-09-18T04:00:00,10.73,30.86,908.2,-5.88,0.98
Cuartel_Chardonnay_3,Agrelo,2024-09-18T05:00:00,10.69,30.26,908.2,-6.18,0.96
Cuartel_Chardonnay_3,Agrelo,2024-09-18T06:00:00,13.01,28.2,908.3,-5.08,0.78
Cuartel_Chardonnay_3,Agrelo,2024-09-18T07:00:00,16.62,23.87,908.2,-4.26,1.19
Cuartel_Chardonnay_3,Agrelo,2024-09-18T08:00:00,20.05,22.77,907.6,-2.04,2.98
Cuartel_Chardonnay_3,Agrelo,2024-09-18T09:00:00,22.8,20.37,906.6,-1.25,5.0
Cuartel_Chardonnay_3,Agrelo,2024-09-18T10:00:00,25.07,17.52,905.2,-1.4,6.38
Cuartel_Chardonnay_3,Agrelo,2024-09-18T11:00:00,26.84,15.09,903.5,-1.92,6.93
Cuartel_Chardonnay_3,Agrelo,2024-09-18T12:00:00,28.19,13.99,901.7,-1.89,7.19
Cuartel_Chardonnay_3,Agrelo,2024-09-18T13:00:00,29.01,14.18,900.1,-1.09,7.03
Cuartel_Chardonnay_3,Agrelo,2024-09-18T14:00:00,29.09,15.52,899.0,0.16,6.37
Cuartel_Chardonnay_3,Agrelo,2024-09-18T15:00:00,28.25,17.71,898.2,1.27,5.03
Cuartel_Chardonnay_3,Agrelo,2024-09-18T16:00:00,25.57,22.61,898.3,2.48,2.49
Cuartel_Chardonnay_3,Agrelo,2024-09-18T17:00:00,22.63,26.77,898.5,2.31,1.75
Cuartel_Chardonnay_3,Agrelo,2024-09-18T18:00:00,21.12,26.56,898.8,0.79,1.76
Cuartel_Chardonnay_3,Agrelo,2024-09-18T19:00:00,20.07,21.49,899.3,-2.96,2.49
Cuartel_Chardonnay_3,Agrelo,2024-09-18T20:00:00,18.34,16.64,899.6,-7.17,2.85
Cuartel_Chardonnay_3,Agrelo,2024-09-18T21:00:00,16.96,15.69,899.8,-8.78,2.95
Cuartel_Chardonnay_3,Agrelo,2024-09-18T22:00:00,16.21,15.76,900.1,-9.28,3.37
Cuartel_Chardonnay_3,Agrelo,2024-09-18T23:00:00,15.21,16.22,900.0,-9.68,3.52
Cuartel_Chardonnay_3,Agrelo,2024-09-19T00:00:00,13.99,17.0,900.0,-10.08,3.68
Cuartel_Chardonnay_3,Agrelo,2024-09-19T01:00:00,12.74,17.77,900.2,-10.48,3.64
Cuartel_Chardonnay_3,Agrelo,2024-09-19T02:00:00,11.38,18.58,900.3,-11.01,3.41
Cuartel_Chardonnay_3,Agrelo,2024-09-19T03:00:00,10.52,18.31,900.6,-11.76,3.41
Cuartel_Chardonnay_3,Agrelo,2024-09-19T04:00:00,10.11,18.01,901.0,-12.29,3.29
Cuartel_Chardonnay_3,Agrelo,2024-09-19T05:00:00,10.12,17.43,901.7,-12.64,3.32
Cuartel_Chardonnay_3,Agrelo,2024-09-19T06:00:00,13.38,15.66,902.4,-11.54,3.39
Cuartel_Chardonnay_3,Agrelo,2024-09-19T07:00:00,18.27,9.81,902.8,-13.09,4.09
Cuartel_Chardonnay_3,Agrelo,2024-09-19T08:00:00,21.18,7.44,902.9,-13.96,3.64
Cuartel_Chardonnay_3,Agrelo,2024-09-19T09:00:00,23.78,6.45,902.6,-13.66,3.28
Cuartel_Chardonnay_3,Agrelo,2024-09-19T10:00:00,25.84,5.83,902.1,-13.37,3.57
Cuartel_Chardonnay_3,Agrelo,2024-09-19T11:00:00,27.33,5.42,901.8,-13.14,3.76
Cuartel_Chardonnay_3,Agrelo,2024-09-19T12:00:00,28.21,5.29,901.5,-12.76,4.12
Cuartel_Chardonnay_3,Agrelo,2024-09-19T13:00:00,28.33,5.41,901.7,-12.46,4.95
Cuartel_Chardonnay_3,Agrelo,2024-09-19T14:00:00,27.5,5.8,902.2,-12.33,5.75
Cuartel_Chardonnay_3,Agrelo,2024-09-19T15:00:00,25.98,6.52,903.1,-12.12,5.88
Cuartel_Chardonnay_3,Agrelo,2024-09-19T16:00:00,23.74,7.95,904.2,-11.55,4.84
Cuartel_Chardonnay_3,Agrelo,2024-09-19T17:00:00,18.44,13.83,905.4,-9.19,2.31
Cuartel_Chardonnay_3,Agrelo,2024-09-19T18:00:00,16.15,16.57,906.5,-8.78,1.6
Cuartel_Chardonnay_3,Agrelo,2024-09-19T19:00:00,15.5,16.54,907.2,-9.31,1.16
Cuartel_Chardonnay_3,Agrelo,2024-09-19T20:00:00,14.2,17.18,907.6,-9.9,1.16
Cuartel_Chardonnay_3,Agrelo,2024-09-19T21:00:00,13.36,17.02,907.9,-10.67,1.61
Cuartel_Chardonnay_3,Agrelo,2024-09-19T22:00:00,12.74,17.82,908.2,-10.61,2.28
Cuartel_Chardonnay_3,Agrelo,2024-09-19T23:00:00,11.94,19.73,908.4,-10.12,2.54
Cuartel_Chardonnay_3,Agrelo,2024-09-20T00:00:00,11.09,21.88,908.9,-9.52,2.84
Cuartel_Chardonnay_3,Agrelo,2024-09-20T01:00:00,10.33,24.07,909.4,-8.99,2.96
Cuartel_Chardonnay_3,Agrelo,2024-09-20T02:00:00,9.47,26.26,910.1,-8.64,2.56
Cuartel_Chardonnay_3,Agrelo,2024-09-20T03:00:00,8.23,28.85,910.8,-8.5,1.81
Cuartel_Chardonnay_3,Agrelo,2024-09-20T04:00:00,8.08,29.3,911.6,-8.45,1.6
Cuartel_Chardonnay_3,Agrelo,2024-09-20T05:00:00,8.19,29.24,912.2,-8.44,1.6
Cuartel_Chardonnay_3,Agrelo,2024-09-20T06:00:00,10.61,25.89,912.8,-7.85,2.25
Cuartel_Chardonnay_3,Agrelo,2024-09-20T07:00:00,14.37,19.42,913.2,-8.36,3.65
Cuartel_Chardonnay_3,Agrelo,2024-09-20T08:00:00,17.52,15.37,912.9,-8.68,4.98
Cuartel_Chardonnay_3,Agrelo,2024-09-20T09:00:00,19.58,12.4,911.8,-9.63,5.56
Cuartel_Chardonnay_3,Agrelo,2024-09-20T10:00:00,21.79,10.02,910.1,-10.4,6.35
Cuartel_Chardonnay_3,Agrelo,2024-09-20T11:00:00,23.73,8.49,908.4,-10.88,6.72
Cuartel_Chardonnay_3,Agrelo,2024-09-20T12:00:00,24.72,7.94,907.0,-10.98,6.36
Cuartel_Chardonnay_3,Agrelo,2024-09-20T13:00:00,25.21,7.7,905.6,-10.98,6.12
Cuartel_Chardonnay_3,Agrelo,2024-09-20T14:00:00,25.54,7.5,904.5,-11.01,5.91
Cuartel_Chardonnay_3,Agrelo,2024-09-20T15:00:00,25.45,7.63,904.2,-10.9,5.37
Cuartel_Chardonnay_3,Agrelo,2024-09-20T16:00:00,24.09,8.95,904.3,-10.13,4.22
Cuartel_Chardonnay_3,Agrelo,2024-09-20T17:00:00,19.1,14.77,904.6,-7.97,2.58
Cuartel_Chardonnay_3,Agrelo,2024-09-20T18:00:00,16.92,18.83,905.0,-6.74,2.14
Cuartel_Chardonnay_3,Agrelo,2024-09-20T19:00:00,15.69,22.58,905.6,-5.5,1.53
Cuartel_Chardonnay_3,Agrelo,2024-09-20T20:00:00,15.05,24.81,905.9,-4.89,1.08
Cuartel_Chardonnay_3,Agrelo,2024-09-20T21:00:00,14.44,25.97,905.7,-4.79,0.92
Cuartel_Chardonnay_3,Agrelo,2024-09-20T22:00:00,13.36,28.03,905.0,-4.75,0.92
Cuartel_Chardonnay_3,Agrelo,2024-09-20T23:00:00,12.47,29.8,904.6,-4.7,1.0
Cuartel_Chardonnay_3,Agrelo,2024-09-21T00:00:00,11.93,30.75,904.0,-4.74,1.06
Cuartel_Chardonnay_3,Agrelo,2024-09-21T01:00:00,11.2,31.71,903.4,-4.92,1.08
Cuartel_Chardonnay_3,Agrelo,2024-09-21T02:00:00,10.6,32.3,902.7,-5.2,1.07
Cuartel_Chardonnay_3,Agrelo,2024-09-21T03:00:00,10.34,32.27,902.3,-5.44,1.32
Cuartel_Chardonnay_3,Agrelo,2024-09-21T04:00:00,10.2,32.34,902.3,-5.58,1.66
Cuartel_Chardonnay_3,Agrelo,2024-09-21T05:00:00,10.36,31.66,902.5,-5.72,1.86
Cuartel_Chardonnay_3,Agrelo,2024-09-21T06:00:00,13.03,26.83,902.8,-5.6,2.0
Cuartel_Chardonnay_3,Agrelo,2024-09-21T07:00:00,17.48,19.87,903.0,-5.79,2.14
Cuartel_Chardonnay_3,Agrelo,2024-09-21T08:00:00,22.8,12.32,903.1,-7.58,1.38
Cuartel_Chardonnay_3,Agrelo,2024-09-21T09:00:00,27.41,7.46,902.7,-9.92,2.28
Cuartel_Chardonnay_3,Agrelo,2024-09-21T10:00:00,30.09,5.53,901.9,-11.16,3.59
Cuartel_Chardonnay_3,Agrelo,2024-09-21T11:00:00,31.69,4.77,901.4,-11.54,5.09
Cuartel_Chardonnay_3,Agrelo,2024-09-21T12:00:00,32.38,4.52,900.8,-11.58,6.36
Cuartel_Chardonnay_3,Agrelo,2024-09-21T13:00:00,32.21,4.71,900.2,-11.36,7.03
Cuartel_Chardonnay_3,Agrelo,2024-09-21T14:00:00,31.6,5.16,899.7,-10.86,7.29
Cuartel_Chardonnay_3,Agrelo,2024-09-21T15:00:00,30.48,5.93,899.7,-10.22,7.38
Cuartel_Chardonnay_3,Agrelo,2024-09-21T16:00:00,28.39,7.14,900.2,-9.66,6.53
Cuartel_Chardonnay_3,Agrelo,2024-09-21T17:00:00,23.45,10.52,901.0,-8.74,3.86
Cuartel_Chardonnay_3,Agrelo,2024-09-21T18:00:00,20.42,13.27,901.7,-8.23,3.1
Cuartel_Chardonnay_3,Agrelo,2024-09-21T19:00:00,19.14,14.5,901.9,-8.13,3.03
Cuartel_Chardonnay_3,Agrelo,2024-09-21T20:00:00,18.19,15.17,901.8,-8.28,3.14
Cuartel_Chardonnay_3,Agrelo,2024-09-21T21:00:00,17.77,15.08,901.5,-8.68,3.4
Cuartel_Chardonnay_3,Agrelo,2024-09-21T22:00:00,17.22,15.24,901.1,-8.95,3.19
Cuartel_Chardonnay_3,Agrelo,2024-09-21T23:00:00,16.26,16.35,900.9,-8.85,2.51
Cuartel_Chardonnay_3,Agrelo,2024-09-22T00:00:00,16.67,15.7,901.1,-9.01,1.59
Cuartel_Chardonnay_3,Agrelo,2024-09-22T01:00:00,15.68,16.66,901.8,-9.1,0.23
Cuartel_Chardonnay_3,Agrelo,2024-09-22T02:00:00,14.53,17.6,902.6,-9.34,1.42
Cuartel_Chardonnay_3,Agrelo,2024-09-22T03:00:00,12.84,20.85,903.8,-8.65,2.6
Cuartel_Chardonnay_3,Agrelo,2024-09-22T04:00:00,11.95,22.45,905.0,-8.5,2.43
Cuartel_Chardonnay_3,Agrelo,2024-09-22T05:00:00,11.0,24.49,906.2,-8.23,1.79
Cuartel_Chardonnay_3,Agrelo,2024-09-22T06:00:00,11.97,24.03,907.1,-7.61,2.09
Cuartel_Chardonnay_3,Agrelo,2024-09-22T07:00:00,14.31,20.09,907.6,-7.95,2.44
Cuartel_Chardonnay_3,Agrelo,2024-09-22T08:00:00,17.23,15.86,907.6,-8.49,3.31
Cuartel_Chardonnay_3,Agrelo,2024-09-22T09:00:00,19.62,13.58,907.2,-8.54,4.28
Cuartel_Chardonnay_3,Agrelo,2024-09-22T10:00:00,21.89,11.96,906.2,-8.37,4.68
Cuartel_Chardonnay_3,Agrelo,2024-09-22T11:00:00,23.76,10.96,904.9,-8.06,4.22
Cuartel_Chardonnay_3,Agrelo,2024-09-22T12:00:00,25.23,10.29,903.6,-7.72,3.42
Cuartel_Chardonnay_3,Agrelo,2024-09-22T13:00:00,26.28,9.91,902.5,-7.43,2.69
Cuartel_Chardonnay_3,Agrelo,2024-09-22T14:00:00,26.52,9.98,902.0,-7.18,2.31
Cuartel_Chardonnay_3,Agrelo,2024-09-22T15:00:00,25.87,10.54,902.2,-6.99,2.15
Cuartel_Chardonnay_3,Agrelo,2024-09-22T16:00:00,24.04,12.83,903.0,-6.03,1.85
Cuartel_Chardonnay_3,Agrelo,2024-09-22T17:00:00,20.77,16.74,904.1,-5.25,2.04
Cuartel_Chardonnay_3,Agrelo,2024-09-22T18:00:00,18.77,18.91,905.4,-5.26,2.62
Cuartel_Chardonnay_3,Agrelo,2024-09-22T19:00:00,17.27,21.18,906.7,-4.98,2.54
Cuartel_Chardonnay_3,Agrelo,2024-09-22T20:00:00,16.1,23.55,907.6,-4.56,2.38
Cuartel_Chardonnay_3,Agrelo,2024-09-22T21:00:00,15.12,26.12,908.3,-4.08,2.4
Cuartel_Chardonnay_3,Agrelo,2024-09-22T22:00:00,14.26,28.78,908.7,-3.55,2.43
Cuartel_Chardonnay_3,Agrelo,2024-09-22T23:00:00,13.58,31.4,908.9,-3.0,2.09
Cuartel_Chardonnay_3,Agrelo,2024-09-23T00:00:00,12.96,33.77,908.9,-2.58,1.9
Cuartel_Chardonnay_3,Agrelo,2024-09-23T01:00:00,12.2,36.41,908.9,-2.25,1.69
Cuartel_Chardonnay_3,Agrelo,2024-09-23T02:00:00,11.55,38.76,908.9,-1.99,1.75
Cuartel_Chardonnay_3,Agrelo,2024-09-23T03:00:00,10.86,41.14,909.1,-1.8,1.9
Cuartel_Chardonnay_3,Agrelo,2024-09-23T04:00:00,10.28,43.02,909.6,-1.71,2.34
Cuartel_Chardonnay_3,Agrelo,2024-09-23T05:00:00,10.01,43.59,910.0,-1.8,2.69
Cuartel_Chardonnay_3,Agrelo,2024-09-23T06:00:00,12.06,37.23,910.4,-2.06,3.86
Cuartel_Chardonnay_3,Agrelo,2024-09-23T07:00:00,15.22,29.38,910.6,-2.48,4.66
Cuartel_Chardonnay_3,Agrelo,2024-09-23T08:00:00,18.17,23.85,910.0,-2.74,4.97
Cuartel_Chardonnay_3,Agrelo,2024-09-23T09:00:00,20.38,20.45,908.7,-2.94,5.25
Cuartel_Chardonnay_3,Agrelo,2024-09-23T10:00:00,21.86,18.66,907.8,-2.95,5.36
Cuartel_Chardonnay_3,Agrelo,2024-09-23T11:00:00,22.81,17.91,907.1,-2.73,5.46
Cuartel_Chardonnay_3,Agrelo,2024-09-23T12:00:00,23.27,18.02,906.7,-2.3,5.64
Cuartel_Chardonnay_3,Agrelo,2024-09-23T13:00:00,23.0,18.83,906.6,-1.94,5.92
Cuartel_Chardonnay_3,Agrelo,2024-09-23T14:00:00,22.39,19.87,906.9,-1.72,6.0
Cuartel_Chardonnay_3,Agrelo,2024-09-23T15:00:00,21.59,21.05,907.6,-1.61,5.92
Cuartel_Chardonnay_3,Agrelo,2024-09-23T16:00:00,20.42,22.82,908.5,-1.48,5.69
Cuartel_Chardonnay_3,Agrelo,2024-09-23T17:00:00,17.78,27.65,909.6,-1.11,4.41
Cuartel_Chardonnay_3,Agrelo,2024-09-23T18:00:00,15.39,32.82,910.8,-0.85,3.25
Cuartel_Chardonnay_3,Agrelo,2024-09-23T19:00:00,14.04,36.13,911.9,-0.72,2.23
Cuartel_Chardonnay_3,Agrelo,2024-09-23T20:00:00,13.04,38.5,912.8,-0.76,1.67
Cuartel_Chardonnay_3,Agrelo,2024-09-23T21:00:00,12.26,40.23,913.2,-0.85,1.58
Cuartel_Chardonnay_3,Agrelo,2024-09-23T22:00:00,11.54,41.76,913.2,-0.99,1.58
Cuartel_Chardonnay_3,Agrelo,2024-09-23T23:00:00,10.84,43.05,912.8,-1.2,1.7
Cuartel_Chardonnay_3,Agrelo,2024-09-24T00:00:00,10.4,43.49,912.1,-1.46,2.26
Cuartel_Chardonnay_3,Agrelo,2024-09-24T01:00:00,10.0,43.68,911.3,-1.76,2.58
Cuartel_Chardonnay_3,Agrelo,2024-09-24T02:00:00,9.52,44.22,910.7,-2.05,2.54
Cuartel_Chardonnay_3,Agrelo,2024-09-24T03:00:00,9.04,44.78,910.4,-2.3,2.22
Cuartel_Chardonnay_3,Agrelo,2024-09-24T04:00:00,8.52,45.99,910.5,-2.45,1.8
Cuartel_Chardonnay_3,Agrelo,2024-09-24T05:00:00,8.14,47.21,910.7,-2.5,1.5
Cuartel_Chardonnay_3,Agrelo,2024-09-24T06:00:00,10.35,41.73,911.1,-2.1,2.25
Cuartel_Chardonnay_3,Agrelo,2024-09-24T07:00:00,13.84,33.81,911.3,-1.9,2.38
Cuartel_Chardonnay_3,Agrelo,2024-09-24T08:00:00,17.86,26.21,911.1,-1.91,3.11
Cuartel_Chardonnay_3,Agrelo,2024-09-24T09:00:00,20.83,21.53,910.3,-2.1,3.96
Cuartel_Chardonnay_3,Agrelo,2024-09-24T10:00:00,22.9,18.53,909.1,-2.38,4.5
Cuartel_Chardonnay_3,Agrelo,2024-09-24T11:00:00,24.47,16.37,908.1,-2.71,4.75
Cuartel_Chardonnay_3,Agrelo,2024-09-24T12:00:00,25.52,15.0,907.1,-3.01,4.82
Cuartel_Chardonnay_3,Agrelo,2024-09-24T13:00:00,25.98,14.32,906.2,-3.25,4.74
Cuartel_Chardonnay_3,Agrelo,2024-09-24T14:00:00,25.86,14.2,905.9,-3.48,4.54
Cuartel_Chardonnay_3,Agrelo,2024-09-24T15:00:00,25.08,14.75,906.2,-3.63,4.28
Cuartel_Chardonnay_3,Agrelo,2024-09-24T16:00:00,23.47,16.35,907.0,-3.58,4.11
Cuartel_Chardonnay_3,Agrelo,2024-09-24T17:00:00,19.69,21.97,908.1,-2.65,3.0
Cuartel_Chardonnay_3,Agrelo,2024-09-24T18:00:00,17.07,26.0,909.3,-2.53,2.57
Cuartel_Chardonnay_3,Agrelo,2024-09-24T19:00:00,15.68,28.03,910.3,-2.72,2.17
Cuartel_Chardonnay_3,Agrelo,2024-09-24T20:00:00,14.59,29.48,911.2,-2.99,2.21
Cuartel_Chardonnay_3,Agrelo,2024-09-24T21:00:00,13.58,31.12,911.7,-3.18,2.54
Cuartel_Chardonnay_3,Agrelo,2024-09-24T22:00:00,12.47,33.67,912.0,-3.2,2.67
Cuartel_Chardonnay_3,Agrelo,2024-09-24T23:00:00,11.85,35.72,912.2,-2.99,3.38
Cuartel_Chardonnay_3,Agrelo,2024-09-25T00:00:00,11.28,38.19,912.4,-2.57,4.19
Cuartel_Chardonnay_3,Agrelo,2024-09-25T01:00:00,10.57,40.28,912.8,-2.51,4.63
Cuartel_Chardonnay_3,Agrelo,2024-09-25T02:00:00,9.9,40.72,913.4,-2.92,5.27
Cuartel_Chardonnay_3,Agrelo,2024-09-25T03:00:00,8.99,39.0,914.3,-4.24,5.54
Cuartel_Chardonnay_3,Agrelo,2024-09-25T04:00:00,8.21,38.46,915.3,-5.03,5.0
Cuartel_Chardonnay_3,Agrelo,2024-09-25T05:00:00,7.78,39.8,916.5,-4.96,4.52
Cuartel_Chardonnay_3,Agrelo,2024-09-25T06:00:00,9.11,38.18,917.4,-4.36,5.2
Cuartel_Chardonnay_3,Agrelo,2024-09-25T07:00:00,11.34,34.1,917.7,-3.92,6.56
Cuartel_Chardonnay_3,Agrelo,2024-09-25T08:00:00,13.65,30.14,917.4,-3.59,6.8
Cuartel_Chardonnay_3,Agrelo,2024-09-25T09:00:00,15.68,27.81,916.5,-2.93,6.89
Cuartel_Chardonnay_3,Agrelo,2024-09-25T10:00:00,17.24,26.49,915.4,-2.22,6.91
Cuartel_Chardonnay_3,Agrelo,2024-09-25T11:00:00,18.37,25.62,914.6,-1.69,6.95
Cuartel_Chardonnay_3,Agrelo,2024-09-25T12:00:00,19.0,25.21,914.1,-1.34,7.09
Cuartel_Chardonnay_3,Agrelo,2024-09-25T13:00:00,19.08,25.61,913.9,-1.06,7.24
Cuartel_Chardonnay_3,Agrelo,2024-09-25T14:00:00,18.61,26.79,914.3,-0.83,7.4
Cuartel_Chardonnay_3,Agrelo,2024-09-25T15:00:00,17.35,29.63,915.4,-0.55,7.43
Cuartel_Chardonnay_3,Agrelo,2024-09-25T16:00:00,15.61,33.65,916.8,-0.31,7.04
Cuartel_Chardonnay_3,Agrelo,2024-09-25T17:00:00,13.51,38.89,918.3,-0.19,5.62
Cuartel_Chardonnay_3,Agrelo,2024-09-25T18:00:00,11.71,43.84,919.9,-0.17,3.41
Cuartel_Chardonnay_3,Agrelo,2024-09-25T19:00:00,10.19,48.7,921.4,-0.13,1.82
Cuartel_Chardonnay_3,Agrelo,2024-09-25T20:00:00,9.21,52.47,922.7,-0.01,1.15
Cuartel_Chardonnay_3,Agrelo,2024-09-25T21:00:00,8.61,55.47,923.4,0.19,0.81
Cuartel_Chardonnay_3,Agrelo,2024-09-25T22:00:00,8.54,56.28,923.6,0.34,0.47
Cuartel_Chardonnay_3,Agrelo,2024-09-25T23:00:00,8.37,56.77,923.2,0.32,0.27
Cuartel_Chardonnay_3,Agrelo,2024-09-26T00:00:00,8.0,57.63,922.5,0.18,0.41
Cuartel_Chardonnay_3,Agrelo,2024-09-26T01:00:00,7.59,58.51,921.8,-0.02,0.46
Cuartel_Chardonnay_3,Agrelo,2024-09-26T02:00:00,6.85,60.93,921.4,-0.16,0.58
Cuartel_Chardonnay_3,Agrelo,2024-09-26T03:00:00,6.02,64.83,921.4,-0.13,0.75
Cuartel_Chardonnay_3,Agrelo,2024-09-26T04:00:00,5.25,69.41,921.7,0.04,0.92
Cuartel_Chardonnay_3,Agrelo,2024-09-26T05:00:00,4.83,72.53,922.1,0.22,0.97
Cuartel_Chardonnay_3,Agrelo,2024-09-26T06:00:00,7.99,59.18,922.4,0.39,2.04
Cuartel_Chardonnay_3,Agrelo,2024-09-26T07:00:00,11.44,43.88,922.5,-0.42,3.91
Cuartel_Chardonnay_3,Agrelo,2024-09-26T08:00:00,14.03,34.15,921.9,-1.51,5.01
Cuartel_Chardonnay_3,Agrelo,2024-09-26T09:00:00,16.22,28.59,920.7,-1.99,5.7
Cuartel_Chardonnay_3,Agrelo,2024-09-26T10:00:00,18.25,24.54,919.2,-2.29,6.2
Cuartel_Chardonnay_3,Agrelo,2024-09-26T11:00:00,20.13,21.29,917.7,-2.61,6.66
Cuartel_Chardonnay_3,Agrelo,2024-09-26T12:00:00,21.32,19.46,916.2,-2.84,7.0
Cuartel_Chardonnay_3,Agrelo,2024-09-26T13:00:00,21.95,18.37,914.9,-3.09,7.03
Cuartel_Chardonnay_3,Agrelo,2024-09-26T14:00:00,22.21,17.57,913.9,-3.46,6.76
Cuartel_Chardonnay_3,Agrelo,2024-09-26T15:00:00,21.98,17.09,913.6,-3.97,6.25
Cuartel_Chardonnay_3,Agrelo,2024-09-26T16:00:00,20.56,17.86,913.8,-4.53,5.35
Cuartel_Chardonnay_3,Agrelo,2024-09-26T17:00:00,18.13,20.15,914.0,-4.9,3.75
Cuartel_Chardonnay_3,Agrelo,2024-09-26T18:00:00,15.78,22.75,914.3,-5.29,3.01
Cuartel_Chardonnay_3,Agrelo,2024-09-26T19:00:00,14.0,25.25,914.6,-5.41,2.48
Cuartel_Chardonnay_3,Agrelo,2024-09-26T20:00:00,12.9,26.74,915.0,-5.57,2.34
Cuartel_Chardonnay_3,Agrelo,2024-09-26T21:00:00,12.25,27.38,914.6,-5.85,2.4
Cuartel_Chardonnay_3,Agrelo,2024-09-26T22:00:00,11.84,27.68,913.7,-6.09,2.51
Cuartel_Chardonnay_3,Agrelo,2024-09-26T23:00:00,11.05,29.46,912.5,-6.02,2.09
Cuartel_Chardonnay_3,Agrelo,2024-09-27T00:00:00,10.08,32.47,911.6,-5.78,1.52
Cuartel_Chardonnay_3,Agrelo,2024-09-27T01:00:00,9.48,35.74,910.9,-5.31,1.35
Cuartel_Chardonnay_3,Agrelo,2024-09-27T02:00:00,8.95,40.97,910.4,-4.28,1.38
Cuartel_Chardonnay_3,Agrelo,2024-09-27T03:00:00,8.35,47.3,910.1,-3.14,1.31
Cuartel_Chardonnay_3,Agrelo,2024-09-27T04:00:00,7.65,53.1,910.4,-2.38,1.16
Cuartel_Chardonnay_3,Agrelo,2024-09-27T05:00:00,7.19,56.84,910.9,-2.01,1.03
